Title,Date
"To The Beat!","2018-08-31"
"Aitraaz","2018-08-29"
"Kyun! Ho Gaya Na","2018-08-29"
"Airlift","2018-08-28"
"Tere Naal Love Ho Gaya","2018-08-28"
"Yuva","2018-08-28"
"Khushi","2018-08-23"
"Kya Kehna","2018-08-22"
"Pad Man","2018-08-21"
"Young Justice: Season 1: Drop-Zone","2018-08-21"
"Batman: Bad Blood","2018-08-21"
"Young Justice: Season 1: Welcome to Happy Harbor","2018-08-20"
"Young Justice: Season 2: Before the Dawn","2018-08-19"
"Young Justice: Season 2: Darkest","2018-08-19"
"Young Justice: Season 2: Satisfaction","2018-08-19"
"Main aurr Mrs. Khanna","2018-08-19"
"What's Your Raashee?","2018-08-17"
"Young Justice: Season 2: Depths","2018-08-16"
"Young Justice: Season 2: Bloodlines","2018-08-15"
"Amu","2018-08-15"
"White Collar: Season 1: Bad Judgement","2018-08-15"
"White Collar: Season 1: Hard Sell","2018-08-15"
"Naruto Shippuden: Season 8: Big Adventure! The Quest for the Fourth Hokage's Legacy: Part 2","2018-08-14"
"Young Justice: Season 1: Performance","2018-08-14"
"Young Justice: Season 1: Insecurity","2018-08-14"
"Dil Hai Tumhaara","2018-08-14"
"Tanu Weds Manu","2018-08-13"
"PK","2018-08-12"
"Young Justice: Season 1: Agendas","2018-08-12"
"Young Justice: Season 1: Secrets","2018-08-12"
"Voltron: Legendary Defender: Season 7: Lions' Pride, Part 2","2018-08-11"
"Voltron: Legendary Defender: Season 7: Lions' Pride, Part 1","2018-08-11"
"Voltron: Legendary Defender: Season 7: Trial by Fire","2018-08-11"
"Voltron: Legendary Defender: Season 7: Heart of the Lion","2018-08-11"
"Voltron: Legendary Defender: Season 7: Know Your Enemy","2018-08-11"
"Voltron: Legendary Defender: Season 7: The Last Stand, Part 1","2018-08-11"
"Voltron: Legendary Defender: Season 7: The Journey Within","2018-08-11"
"Voltron: Legendary Defender: Season 7: The Ruins","2018-08-11"
"Voltron: Legendary Defender: Season 7: The Feud!","2018-08-11"
"Young Justice: Season 1: Disordered","2018-08-11"
"Young Justice: Season 1: Failsafe","2018-08-11"
"Stories by Rabindranath Tagore: Season 1: Punishment","2018-08-11"
"Stories by Rabindranath Tagore: Season 1: Kabuliwala","2018-08-10"
"Fashion","2018-08-09"
"Namastey London","2018-08-09"
"Young Justice: Season 1: Humanity","2018-08-09"
"Young Justice: Season 1: Revelation","2018-08-08"
"Young Justice: Season 1: Alpha Male","2018-08-07"
"Young Justice: Season 1: Homefront","2018-08-07"
"Young Justice: Season 1: Downtime","2018-08-07"
"Ajji","2018-08-07"
"Stories by Rabindranath Tagore: Season 1: Detective","2018-08-07"
"Pixels","2018-08-06"
"Stories by Rabindranath Tagore: Season 1: Maanbhanjan","2018-08-06"
"Young Justice: Season 1: Denial","2018-08-06"
"Justice League Dark","2018-08-06"
"The Babadook","2018-08-05"
"Stories by Rabindranath Tagore: Season 1: Atithi","2018-08-05"
"Young Justice: Season 1: Infiltrator","2018-08-05"
"Young Justice: Season 1: Schooled","2018-08-05"
"Stories by Rabindranath Tagore: Season 1: Chokher Bali - Part 3","2018-08-03"
"Stories by Rabindranath Tagore: Season 1: Chokher Bali - Part 2","2018-08-03"
"Stories by Rabindranath Tagore: Season 1: Chokher Bali - Part 1","2018-08-03"
"Stories by Rabindranath Tagore: Season 1: Dalia","2018-08-02"
"Young Justice: Season 1: Independence Day","2018-08-02"
"Kill la Kill: Season 1: Don’t Toy Me On a Whim","2018-08-01"
"The Iron Ladies","2018-08-01"
"Young Justice: Season 2: The Hunt","2018-07-30"
"Mercury Rising","2018-07-29"
"Final Space: Season 1: Chapter One","2018-07-29"
"Young Justice: Season 2: Complications","2018-07-29"
"Young Justice: Season 2: War","2018-07-29"
"Young Justice: Season 2: The Runaways","2018-07-29"
"Young Justice: Season 2: The Fix","2018-07-28"
"Young Justice: Season 2: True Colors","2018-07-26"
"Young Justice: Season 2: Cornered","2018-07-26"
"Batman v Superman: Dawn of Justice","2018-07-23"
"Young Justice: Season 2: Salvage","2018-07-22"
"Young Justice: Season 2: Alienated","2018-07-22"
"Young Justice: Season 1: Auld Acquaintance","2018-07-22"
"Young Justice: Season 1: Usual Suspects","2018-07-22"
"Young Justice: Season 1: Image","2018-07-21"
"Young Justice: Season 1: Coldhearted","2018-07-21"
"Suicide Squad","2018-07-21"
"Marvel's Luke Cage: Season 2: Soul Brother #1","2018-07-17"
"Young Justice: Season 1: Fireworks","2018-07-16"
"Avatar: The Last Airbender: Book 1: The Boy in the Iceberg","2018-07-14"
"Sand Storm","2018-07-11"
"Dukhtar","2018-07-11"
"Half Girlfriend","2018-07-11"
"The Seven Deadly Sins: The Sin in the Sleeping Forest","2018-07-08"
"The Seven Deadly Sins: The Sword of the Holy Knight","2018-07-08"
"Along with the Gods: The Two Worlds","2018-07-08"
"Trollhunters: Tales of Arcadia: Part 3: The Eternal Knight Pt. 2","2018-07-08"
"Trollhunters: Tales of Arcadia: Part 3: The Eternal Knight Pt. 1","2018-07-08"
"Trollhunters: Tales of Arcadia: Part 3: Jimhunters","2018-07-07"
"Trollhunters: Tales of Arcadia: Part 3: A House Divided","2018-07-07"
"Trollhunters: Tales of Arcadia: Part 3: In Good Hands","2018-07-07"
"Trollhunters: Tales of Arcadia: Part 3: For the Glory of Merlin","2018-07-07"
"Trollhunters: Tales of Arcadia: Part 3: The Oath","2018-07-07"
"Trollhunters: Tales of Arcadia: Part 3: Parental Guidance","2018-07-05"
"White Collar: Season 1: Pilot","2018-07-05"
"Big Game","2018-07-04"
"Kiss Me First: Season 1: The Witch Is Coming","2018-07-04"
"Kiss Me First: Season 1: Friends Let Us Down","2018-07-04"
"Kiss Me First: Season 1: Off the Rails","2018-07-03"
"Kiss Me First: Season 1: Make It Stop","2018-07-03"
"Kiss Me First: Season 1: She Did Something","2018-07-03"
"House of Cards: Season 1: Chapter 3","2018-07-02"
"House of Cards: Season 1: Chapter 2","2018-07-02"
"Trollhunters: Tales of Arcadia: Part 3: The Exorcism of Claire Nunez","2018-07-01"
"Trollhunters: Tales of Arcadia: Part 3: So I'm Dating a Sorceress","2018-07-01"
"Star Wars: Episode VIII: The Last Jedi","2018-07-01"
"Kill la Kill: Season 1: Trigger","2018-06-29"
"TAU","2018-06-29"
"Trollhunters: Tales of Arcadia: Part 3: Bad Coffee","2018-06-29"
"Trollhunters: Tales of Arcadia: Part 3: Arcadia's Most Wanted","2018-06-29"
"Trollhunters: Tales of Arcadia: Part 3: Night Patroll","2018-06-29"
"Trollhunters: Tales of Arcadia: Part 2: In the Hall of the Gumm-Gumm King","2018-06-29"
"Trollhunters: Tales of Arcadia: Part 2: Mistrial and Error","2018-06-29"
"Trollhunters: Tales of Arcadia: Part 2: Unbecoming","2018-06-29"
"Trollhunters: Tales of Arcadia: Part 2: The Reckless Club","2018-06-29"
"Voltron: Legendary Defender: Season 1: The Rise of Voltron","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Creepslayerz","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Just Add Water","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Hero with a Thousand Faces","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Hiss Hiss, Bang Bang","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Homecoming","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: KanjigAAARRRGGHH!!!","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Grand Theft Otto","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Skullcrusher","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 2: Escape from the Darklands","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 1: Something Rotten This Way Comes","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 1: A Night to Remember","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 1: Angor Management","2018-06-28"
"Trollhunters: Tales of Arcadia: Part 1: Wingmen","2018-06-28"
"House of Cards: Season 5: Chapter 65","2018-06-27"
"Rishta.com: Season 1: Rohit Gupta and Mr. Haldiram have come to Rishta.com","2018-06-27"
"Trollhunters: Tales of Arcadia: Part 1: Airheads","2018-06-27"
"Trollhunters: Tales of Arcadia: Part 1: The Shattered King","2018-06-27"
"Trollhunters: Tales of Arcadia: Part 1: Blinky's Day Out","2018-06-27"
"Trollhunters: Tales of Arcadia: Part 1: Roaming Fees May Apply","2018-06-26"
"Voltron: Legendary Defender: Season 6: Defender of All Universes","2018-06-26"
"Voltron: Legendary Defender: Season 6: All Good Things","2018-06-26"
"Voltron: Legendary Defender: Season 6: The Black Paladins","2018-06-25"
"Voltron: Legendary Defender: Season 6: The Colony","2018-06-25"
"How I Met Your Mother: Season 9: How Your Mother Met Me","2018-06-25"
"Voltron: Legendary Defender: Season 6: Monsters & Mana","2018-06-24"
"Voltron: Legendary Defender: Season 6: Razor's Edge","2018-06-24"
"Voltron: Legendary Defender: Season 6: Omega Shield","2018-06-24"
"Voltron: Legendary Defender: Season 5: White Lion","2018-06-23"
"Voltron: Legendary Defender: Season 5: Bloodlines","2018-06-23"
"Voltron: Legendary Defender: Season 5: Kral Zera","2018-06-23"
"Voltron: Legendary Defender: Season 5: Postmortem","2018-06-23"
"Set It Up","2018-06-22"
"Voltron: Legendary Defender: Season 5: Blood Duel","2018-06-22"
"Voltron: Legendary Defender: Season 5: The Prisoner","2018-06-22"
"B.A. Pass 2","2018-06-21"
"Ride Along 2","2018-06-21"
"How I Met Your Mother: Season 9: The Locket","2018-06-20"
"Brooklyn Nine-Nine: Season 1: The Tagger","2018-06-20"
"How I Met Your Mother: Season 8: Something New","2018-06-20"
"How I Met Your Mother: Season 8: Something Old","2018-06-19"
"SWORDGAI The Animation: Part I: Episode 10","2018-06-19"
"How I Met Your Mother: Season 8: The Bro Mitzvah","2018-06-18"
"Trollhunters: Tales of Arcadia: Part 1: Mudslinging","2018-06-18"
"Trollhunters: Tales of Arcadia: Part 1: Return of the Trollhunter","2018-06-18"
"How I Met Your Mother: Season 8: Romeward Bound","2018-06-18"
"How I Met Your Mother: Season 8: The Time Travelers","2018-06-18"
"How I Met Your Mother: Season 8: The Fortress","2018-06-18"
"Trollhunters: Tales of Arcadia: Part 1: The Battle of Two Bridges","2018-06-17"
"Trollhunters: Tales of Arcadia: Part 1: Claire and Present Danger","2018-06-17"
"Trollhunters: Tales of Arcadia: Part 1: Bittersweet Sixteen","2018-06-17"
"Trollhunters: Tales of Arcadia: Part 1: Adventures in Trollsitting","2018-06-17"
"Trollhunters: Tales of Arcadia: Part 1: To Catch a Changeling","2018-06-17"
"Trollhunters: Tales of Arcadia: Part 1: Win Lose or Draal","2018-06-16"
"Trollhunters: Tales of Arcadia: Part 1: Waka Chaka!","2018-06-16"
"Trollhunters: Tales of Arcadia: Part 1: Gnome Your Enemy","2018-06-16"
"Trollhunters: Tales of Arcadia: Part 1: Becoming: Part 2","2018-06-16"
"Trollhunters: Tales of Arcadia: Part 1: Becoming: Part 1","2018-06-16"
"FullMetal Alchemist","2018-06-16"
"Ghost in the Shell","2018-06-16"
"Paheli","2018-06-14"
"SWORDGAI The Animation: Part I: Episode 09","2018-06-14"
"SWORDGAI The Animation: Part I: Episode 08","2018-06-14"
"SWORDGAI The Animation: Part I: Episode 07","2018-06-14"
"SWORDGAI The Animation: Part I: Episode 06","2018-06-14"
"Marvel's The Defenders: Limited Series: The H Word","2018-06-13"
"Secret Superstar","2018-06-12"
"Pokémon The Series: XY: XYZ: A Real Icebreaker!","2018-06-12"
"Pokémon The Series: XY: XYZ: Seeing the Forest for the Trees!","2018-06-12"
"Pokémon The Series: XY: XYZ: All Hail the Ice Battlefield!","2018-06-12"
"Teen Titans Go!: Season 4: Movie Night / Permanent Record","2018-06-10"
"13 Reasons Why: Season 2: Bye","2018-06-10"
"13 Reasons Why: Season 2: The Box of Polaroids","2018-06-10"
"13 Reasons Why: Season 2: Bryce and Chloe","2018-06-10"
"13 Reasons Why: Season 2: Smile, Bitches","2018-06-10"
"13 Reasons Why: Season 2: The Missing Page","2018-06-09"
"The Foreigner","2018-06-09"
"Love Per Square Foot","2018-06-09"
"Money Monster","2018-06-08"
"The Indian Detective: Season 1: Episode 4","2018-06-08"
"The Indian Detective: Season 1: Episode 3","2018-06-08"
"The Indian Detective: Season 1: Episode 2","2018-06-07"
"13 Reasons Why: Season 2: The Little Girl","2018-06-07"
"13 Reasons Why: Season 2: The Third Polaroid","2018-06-07"
"The Indian Detective: Season 1: Episode 1","2018-06-06"
"13 Reasons Why: Season 2: The Smile at the End of the Dock","2018-06-06"
"Pokémon the Series: Sun & Moon: 1-43: Rocking Clawmark Hill","2018-06-06"
"Pokémon the Series: Sun & Moon: 1-43: Getting to Know You!","2018-06-06"
"My Big Fat Greek Wedding 2","2018-06-05"
"13 Reasons Why: Season 2: The Chalk Machine","2018-06-05"
"London Has Fallen","2018-06-05"
"13 Reasons Why: Season 2: The Second Polaroid","2018-06-05"
"13 Reasons Why: Season 2: The Drunk Slut","2018-06-04"
"Blue Exorcist: An Ordinary Day","2018-06-04"
"13 Reasons Why: Season 2: Two Girls Kissing","2018-06-04"
"13 Reasons Why: Season 2: The First Polaroid","2018-06-04"
"The Devil Is a Part-Timer!: Season 1: The Hero Stays True to Her Convictions","2018-06-03"
"The Devil Is a Part-Timer!: Season 1: The Devil and the Hero Take a Break from the Daily Routine","2018-06-03"
"SWORDGAI The Animation: Part I: Episode 05","2018-06-03"
"SWORDGAI The Animation: Part I: Episode 04","2018-06-03"
"SWORDGAI The Animation: Part I: Episode 03","2018-06-03"
"SWORDGAI The Animation: Part I: Episode 02","2018-06-03"
"SWORDGAI The Animation: Part I: Episode 01","2018-06-03"
"13 Reasons Why: Season 1: Tape 1, Side A","2018-06-02"
"The Devil Is a Part-Timer!: Season 1: The Hero Enters the Fray","2018-06-02"
"The Devil Is a Part-Timer!: Season 1: The Devil's Budget Is Saved by Neighborliness","2018-06-02"
"The Devil Is a Part-Timer!: Season 1: The Devil Climbs the Stairway to School","2018-06-02"
"Blue Exorcist: Mask","2018-06-02"
"Blue Exorcist: Act of Kindness","2018-06-02"
"Blue Exorcist: A Fun Camping Trip","2018-06-01"
"Blue Exorcist: Proof","2018-06-01"
"The Hitman’s Bodyguard","2018-05-31"
"The Irregular at Magic High School: Enrollment Part 1","2018-05-31"
"Wakfu: Season 1: The Child from the Mist","2018-05-31"
"Naruto Shippûden the Movie: Bonds","2018-05-31"
"Blue Exorcist: A Game of Tag","2018-05-31"
"Blue Exorcist: Demon of the Deep Seas","2018-05-31"
"Blue Exorcist: Black Cat","2018-05-31"
"Blue Exorcist: Memories","2018-05-31"
"The Devil Is a Part-Timer!: Season 1: The Hero Stays at the Devil's Castle for Work Reasons","2018-05-29"
"The Devil Is a Part-Timer!: Season 1: The Devil Arrives in Sasazuka","2018-05-29"
"Blue Exorcist: Now a Certain Man Was Sick...","2018-05-29"
"Blue Exorcist: A Flock of Plovers","2018-05-29"
"Blue Exorcist: The Phantom Chef","2018-05-29"
"Blue Exorcist: A Boy from the Cursed Temple","2018-05-29"
"Blue Exorcist: The Garden of Amahara","2018-05-29"
"Blue Exorcist: Brothers","2018-05-29"
"Blue Exorcist: Gehenna Gate","2018-05-29"
"Blue Exorcist: The Devil Resides in Human Souls","2018-05-29"
"Guardians of the Galaxy","2018-05-29"
"Central Intelligence","2018-05-28"
"Guardians of the Galaxy Vol. 2","2018-05-28"
"Naruto Shippûden the Movie: The Will of Fire","2018-05-27"
"Naruto Shippuden: The Movie: The Lost Tower","2018-05-27"
"Naruto Shippuden the Movie: Blood Prison","2018-05-26"
"Spy Kids 2: The Island of Lost Dreams","2018-05-21"
"Teen Titans Go!: Season 1: Uncle Jokes / Mas y Menos","2018-05-21"
"Pokémon The Series: XY: XYZ: Facing the Needs of the Many!","2018-05-21"
"Pokémon The Series: XY: XYZ: Till We Compete Again!","2018-05-21"
"Pokémon The Series: XY: XYZ: The First Day of the Rest of Your Life!","2018-05-21"
"Pokémon The Series: XY: XYZ: Battling with a Clean Slate!","2018-05-21"
"Doctor Strange","2018-05-21"
"Pokémon The Series: XY: XYZ: Forming a More Perfect Union!","2018-05-20"
"Pokémon The Series: XY: XYZ: Rocking Kalos Defenses!","2018-05-20"
"Pokémon The Series: XY: XYZ: The Right Hero for the Right Job!","2018-05-20"
"Pokémon The Series: XY: XYZ: Coming Apart at the Dreams!","2018-05-20"
"Pokémon The Series: XY: XYZ: A Towering Takeover!","2018-05-20"
"Pokémon The Series: XY: XYZ: Down to the Fiery Finish!","2018-05-20"
"Pokémon The Series: XY: XYZ: Finals Not for the Faint-Hearted!","2018-05-20"
"Pokémon The Series: XY: XYZ: Kalos League Passion with a Certain Flare!","2018-05-20"
"Pokémon The Series: XY: XYZ: A Riveting Rivalry!","2018-05-20"
"Pokémon The Series: XY: XYZ: Analysis Versus Passion!","2018-05-20"
"Pokémon The Series: XY: XYZ: Valuable Experience for All!","2018-05-20"
"Pokémon The Series: XY: XYZ: A League of His Own!","2018-05-20"
"Pokémon The Series: XY: XYZ: An Explosive Operation","2018-05-20"
"Pokémon The Series: XY: XYZ: A Festival of Decisions!","2018-05-20"
"Pokémon The Series: XY: XYZ: The Legend of the Ninja Hero!","2018-05-19"
"Teen Titans Go!: Season 1: Legs / Breakfast Cheese","2018-05-19"
"Teen Titans Go!: Season 1: Colors of Raven / The Left Leg","2018-05-19"
"Captain America: The First Avenger","2018-05-19"
"The Boss Baby: Back in Business: Season 1: Scooter Buskie","2018-05-15"
"Dynasty: Season 1: Dead Scratch","2018-05-14"
"High School Musical 3: Senior Year","2018-05-14"
"Pokémon the Series: Sun & Moon: 1-43: Young Kiawe Had a Farm!","2018-05-13"
"Teen Titans Go!: Season 1: Super Robin / Tower of Power","2018-05-12"
"Teen Titans Go!: Season 1: Girls' Night Out / You're Fired","2018-05-12"
"Victorious: Season 3: The Slap Fight","2018-05-10"
"Pokémon the Series: Sun & Moon: 1-43: The Sun, The Scare, The Secret Lair!","2018-05-09"
"Victorious: Season 3: One Thousand Berry Balls","2018-05-08"
"Victorious: Season 3: Star-Spangled Tori","2018-05-08"
"Victorious: Season 3: Brain Squeezers","2018-05-08"
"Victorious: Season 3: Victori-Yes","2018-05-08"
"Victorious: Season 3: The Bad Roommate","2018-05-08"
"Riverdale: Season 2: Chapter Thirty-Three: Shadow of a Doubt","2018-05-07"
"Dynasty: Season 1: Trashy Little Tramp","2018-05-07"
"Victorious: Season 3: Robbie Sells Rex","2018-05-07"
"Victorious: Season 3: Tori Fixes Beck & Jade","2018-05-07"
"Victorious: Season 3: Three Girls And A Moose","2018-05-07"
"Victorious: Season 3: Cell Block","2018-05-06"
"Victorious: Season 3: Opposite Date","2018-05-06"
"Victorious: Season 3: Tori Goes Platinum: Part 2","2018-05-05"
"Victorious: Season 3: Tori Goes Platinum: Part 1","2018-05-05"
"Pokémon the Movie: Volcanion and the Mechanical Marvel","2018-05-05"
"Victorious: Season 3: The Hambone King","2018-05-05"
"Teen Titans Go!: Season 1: Legendary Sandwich / Pie Bros","2018-05-05"
"Victorious: Season 3: The Blonde Squad","2018-05-05"
"Victorious: Season 3: Wanko's Warehouse","2018-05-05"
"Teen Titans Go!: Season 4: BBCYFSHIPBDAY / Thanksgetting","2018-05-04"
"Victorious: Season 3: April Fools Blank","2018-05-04"
"Teen Titans Go!: Season 4: Costume Contest / Demon Prom","2018-05-04"
"Victorious: Season 3: Crazy Ponnie","2018-05-04"
"Teen Titans Go!: Season 4: Career Day / TV Knight 2","2018-05-04"
"Victorious: Season 3: How Trina Got In","2018-05-04"
"Teen Titans Go!: Season 4: The Self-Indulgent 200th Episode Spectacular!: Part 1 / The Self-Indulgent 200th Episode Spectacular!: Part 2","2018-05-04"
"Teen Titans Go!: Season 4: Lication / Classic Titans","2018-05-04"
